student_id,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
195,20,Non-binary,1,Economics,954.93,271.7,641.09,407.41,207.72,33.08,66.42,127.47,64.47,60.26,39.58,70.32,Credit/Debit Card
196,23,Female,4,Psychology,314.78,0.0,763.04,286.37,155.69,66.62,107.47,28.66,79.51,20.16,97.42,35.45,Mobile Payment App
197,24,Non-binary,4,Mechanical Engineering,563.39,0.0,455.38,368.01,219.46,54.26,17.87,160.38,15.25,106.44,40.34,62.44,Credit/Debit Card
198,20,Male,2,Psychology,537.53,1056.35,193.22,164.88,93.65,52.84,37.88,79.99,47.14,59.54,92.31,54.49,Cash
199,22,Non-binary,4,Economics,891.95,469.95,272.64,552.52,282.22,87.33,49.91,83.45,23.03,85.84,96.49,68.57,Mobile Payment App
200,21,Female,2,Law,588.72,771.04,165.04,501.14,287.24,15.93,137.61,133.0,58.09,1.27,25.24,64.41,Mobile Payment App
201,22,Non-binary,3,Psychology,990.35,270.24,500.02,454.74,302.56,56.7,24.32,107.19,62.99,126.49,37.42,51.79,Cash
202,20,Non-binary,1,Biology,387.65,0.0,357.36,296.31,154.76,83.89,143.31,133.78,25.07,77.59,24.03,4.54,Mobile Payment App
203,23,Female,3,Law,681.86,359.7,344.57,338.35,184.83,18.71,109.13,118.69,25.19,108.98,22.24,42.77,Cash
204,21,Male,3,Psychology,688.48,1275.66,568.69,282.2,207.11,92.8,111.53,116.22,83.01,142.04,89.96,52.35,Credit/Debit Card
205,22,Non-binary,3,Psychology,696.79,0.0,497.82,203.0,94.49,81.61,91.24,127.92,47.78,29.18,11.98,54.46,Cash
206,19,Female,1,Law,458.25,0.0,407.0,594.24,321.07,118.6,30.05,173.85,24.43,12.12,33.26,78.93,Credit/Debit Card
207,20,Non-binary,1,Psychology,595.16,0.0,268.83,503.34,290.53,28.59,70.72,91.59,44.32,71.61,0.47,42.7,Credit/Debit Card
208,23,Female,3,Biology,1018.27,0.0,153.09,480.12,141.09,107.08,53.69,29.51,50.27,45.92,6.53,3.66,Mobile Payment App
209,22,Non-binary,3,Economics,1201.04,0.0,517.63,487.55,124.52,110.22,123.68,13.63,27.95,147.73,21.12,1.75,Credit/Debit Card
210,23,Female,3,Biology,182.2,893.48,431.39,438.14,288.24,80.43,93.15,19.11,18.65,125.42,4.82,9.26,Credit/Debit Card
211,22,Male,3,Design,605.56,841.7,375.84,447.75,258.87,43.35,94.79,36.06,76.45,15.74,71.88,9.42,Credit/Debit Card
212,22,Male,4,Computer Science,507.55,439.95,347.25,385.42,134.45,88.86,51.35,17.49,49.71,31.15,93.31,26.45,Mobile Payment App
213,19,Male,1,Design,816.95,0.0,734.64,183.77,275.37,110.0,100.21,96.78,88.18,39.62,5.01,65.05,Cash
214,23,Non-binary,3,Computer Science,368.64,0.0,236.93,533.06,320.38,16.02,29.38,132.97,36.29,134.18,95.51,21.46,Cash
215,21,Female,3,Mechanical Engineering,817.94,272.62,439.29,532.8,295.97,83.13,121.57,31.48,65.69,8.8,94.25,12.75,Cash
216,22,Female,4,Law,795.89,475.95,418.95,162.97,264.81,103.05,146.28,34.82,83.63,16.94,41.13,3.68,Cash
217,21,Non-binary,1,Law,831.65,824.53,573.76,590.05,260.86,50.52,83.23,143.11,17.62,99.26,24.86,27.66,Cash
218,22,Male,2,Mechanical Engineering,452.45,410.91,632.55,220.62,309.19,104.45,131.72,24.22,49.33,36.13,97.01,4.03,Mobile Payment App
219,23,Male,4,Design,686.49,336.15,486.07,535.47,200.71,27.46,79.63,134.14,18.21,61.85,55.71,0.01,Mobile Payment App
220,23,Non-binary,3,Biology,568.65,441.37,653.61,577.66,178.1,20.7,41.21,96.35,54.81,92.96,47.31,52.57,Credit/Debit Card
221,21,Male,1,Economics,685.5,1264.16,749.93,396.46,180.95,26.16,135.56,103.56,75.75,111.38,40.92,20.34,Credit/Debit Card
222,22,Non-binary,4,Economics,847.89,338.95,292.93,302.07,284.43,19.88,98.65,137.71,19.86,133.76,45.74,47.15,Cash
223,21,Non-binary,1,Biology,625.84,340.66,512.2,378.75,328.71,33.61,91.0,148.79,20.27,58.11,60.05,70.62,Cash
224,21,Non-binary,2,Law,371.78,355.63,877.87,353.78,116.01,58.34,108.0,152.2,33.91,105.22,86.07,56.95,Credit/Debit Card
225,20,Non-binary,2,Law,520.42,0.0,249.5,469.68,343.3,33.67,85.95,131.01,66.83,114.12,56.23,46.62,Cash
226,22,Female,3,Economics,521.77,966.13,229.85,321.39,94.33,20.94,47.38,159.25,88.68,102.51,14.64,4.96,Mobile Payment App
227,20,Female,1,Design,690.05,1284.25,571.41,250.94,254.72,55.83,81.53,161.4,65.69,103.94,4.7,30.53,Mobile Payment App
228,23,Non-binary,3,Economics,555.86,0.0,338.51,429.25,290.85,106.36,126.2,183.18,66.37,97.14,75.51,43.73,Mobile Payment App
229,21,Male,2,Computer Science,52.2,0.0,280.35,381.23,181.84,59.99,87.92,34.71,56.72,38.25,33.06,56.78,Credit/Debit Card
230,23,Non-binary,3,Economics,849.17,0.0,619.02,529.41,161.31,97.94,87.02,23.85,66.61,78.81,95.7,41.65,Cash
231,22,Non-binary,4,Mechanical Engineering,383.3,746.2,420.6,248.3,283.22,70.7,149.53,166.5,88.49,1.32,66.89,35.65,Mobile Payment App
232,20,Female,2,Computer Science,1019.99,923.41,436.03,508.29,110.61,41.94,111.36,14.69,51.35,115.57,51.43,40.7,Cash
233,21,Non-binary,2,Design,116.7,0.0,729.99,389.94,249.27,37.13,98.13,50.5,64.83,125.35,20.56,66.3,Cash
234,21,Non-binary,1,Biology,603.32,689.2,494.42,299.27,103.63,20.7,121.19,116.04,56.0,34.15,25.86,31.04,Cash
235,21,Female,3,Biology,565.16,0.0,613.76,490.18,238.11,88.59,20.16,186.33,18.49,118.03,30.14,6.92,Cash
236,20,Female,1,Computer Science,720.64,0.0,252.29,325.95,295.32,72.3,144.42,37.37,64.18,137.13,79.5,58.35,Mobile Payment App
237,20,Female,2,Economics,927.07,304.46,860.23,287.11,282.04,109.87,58.14,88.4,61.67,76.88,16.1,17.66,Credit/Debit Card
238,22,Female,2,Psychology,724.44,1232.3,190.79,487.97,347.32,72.63,100.25,23.9,63.73,37.6,19.74,46.45,Credit/Debit Card
239,20,Male,2,Law,631.67,0.0,487.98,427.35,162.53,76.34,89.18,79.25,35.31,64.25,0.48,19.69,Mobile Payment App
240,23,Male,4,Mechanical Engineering,731.66,1132.55,659.69,299.2,209.59,61.76,118.47,102.52,18.71,96.83,8.2,22.45,Credit/Debit Card
241,23,Non-binary,3,Design,716.31,0.0,787.19,434.23,299.41,75.78,117.69,50.42,12.93,39.09,89.4,43.17,Credit/Debit Card
242,22,Non-binary,3,Economics,592.53,0.0,592.2,535.72,116.15,67.62,22.68,79.13,10.85,35.83,96.4,78.55,Mobile Payment App
243,21,Female,2,Biology,803.56,531.88,875.8,481.16,210.55,52.67,40.63,102.65,15.03,55.42,4.28,16.54,Cash
244,22,Non-binary,4,Design,889.37,0.0,393.05,466.68,220.77,102.11,126.88,60.03,53.55,26.08,65.37,29.22,Credit/Debit Card
245,22,Male,3,Economics,803.94,282.35,800.79,369.09,210.17,78.44,80.26,36.4,23.25,11.56,64.35,16.92,Cash
246,21,Male,1,Law,623.31,0.0,397.67,201.0,262.31,65.3,92.71,132.98,42.87,36.55,12.79,47.39,Mobile Payment App
247,21,Female,1,Economics,730.1,0.0,454.09,586.16,252.16,107.24,111.92,166.05,85.78,32.49,60.65,37.71,Credit/Debit Card
248,24,Male,4,Computer Science,755.8,0.0,765.34,231.85,258.11,42.77,111.39,75.11,46.28,88.59,22.98,30.84,Credit/Debit Card
249,22,Female,4,Mechanical Engineering,541.62,519.96,808.31,389.14,283.14,24.78,102.31,181.38,53.14,0.18,93.77,54.28,Cash
250,21,Female,3,Design,565.38,809.54,322.11,511.04,293.18,55.03,92.47,150.86,70.92,104.51,9.77,10.71,Credit/Debit Card
251,20,Non-binary,1,Mechanical Engineering,425.31,0.0,681.86,505.24,236.06,27.37,11.01,134.36,65.02,47.39,36.23,12.38,Cash
252,23,Non-binary,3,Psychology,490.41,307.76,608.91,596.31,187.31,36.39,87.29,115.94,24.3,83.86,48.38,79.08,Mobile Payment App
253,24,Non-binary,4,Computer Science,934.12,0.0,484.95,464.69,123.68,37.52,66.08,74.3,54.05,104.56,70.68,12.86,Credit/Debit Card
254,21,Male,2,Law,985.08,487.08,198.06,249.8,101.61,18.96,63.81,197.05,59.12,78.15,71.16,47.8,Cash
255,22,Female,4,Design,746.15,1208.71,296.06,502.78,217.85,88.34,96.13,138.06,38.78,98.25,97.56,6.95,Cash
256,23,Male,3,Mechanical Engineering,957.08,288.65,300.23,156.91,269.98,111.51,86.94,147.97,54.73,87.44,34.75,65.24,Credit/Debit Card
257,23,Female,4,Mechanical Engineering,497.46,300.75,568.97,376.43,171.79,27.29,81.86,58.96,53.03,119.01,25.01,35.42,Cash
258,21,Female,2,Mechanical Engineering,572.39,1180.25,495.54,414.07,87.38,27.21,19.46,130.4,89.54,101.54,22.99,25.26,Mobile Payment App
259,21,Male,1,Biology,732.05,0.0,711.59,303.9,229.73,33.74,53.94,51.53,55.9,27.42,74.62,74.42,Mobile Payment App
260,20,Male,2,Design,505.47,717.46,349.05,253.14,305.43,102.82,59.84,158.0,19.59,11.77,95.58,39.41,Mobile Payment App
261,20,Non-binary,1,Psychology,517.85,573.75,518.1,592.98,327.32,44.43,41.09,119.57,14.33,119.89,47.83,43.26,Cash
262,21,Female,2,Mechanical Engineering,788.63,0.0,495.05,460.14,83.19,37.13,91.34,71.83,59.02,38.96,54.86,18.97,Cash
263,21,Female,3,Economics,498.73,880.7,423.81,330.27,201.7,75.0,147.1,140.34,75.14,108.12,80.41,44.43,Credit/Debit Card
264,21,Male,2,Law,651.17,964.68,466.14,210.51,321.18,81.22,84.76,69.99,48.93,37.65,85.85,3.82,Credit/Debit Card
265,19,Non-binary,1,Mechanical Engineering,747.7,670.82,708.44,266.9,177.28,73.54,123.4,75.39,42.94,52.66,67.96,48.45,Mobile Payment App
266,21,Female,2,Law,419.54,0.0,532.83,498.63,200.67,23.23,95.91,98.11,86.53,130.24,64.06,74.29,Mobile Payment App
267,22,Male,4,Design,827.45,0.0,368.52,270.36,254.05,43.48,72.29,173.93,39.05,88.04,96.55,33.12,Credit/Debit Card
268,22,Male,2,Computer Science,746.27,0.0,855.33,465.31,101.62,32.53,24.42,22.12,80.3,82.27,2.64,31.76,Cash
269,20,Non-binary,2,Psychology,392.17,0.0,703.19,349.42,114.13,70.31,33.89,16.68,38.55,137.29,86.42,37.38,Mobile Payment App
270,22,Male,4,Biology,271.47,812.57,593.12,355.44,282.21,107.12,70.9,131.56,52.7,136.34,48.17,18.17,Cash
271,22,Non-binary,3,Economics,638.48,0.0,718.72,211.34,157.43,71.19,106.29,103.47,70.44,44.94,76.59,63.84,Credit/Debit Card
272,21,Non-binary,3,Design,836.79,345.86,477.83,262.45,273.03,82.83,125.98,51.91,16.34,93.8,51.66,64.0,Mobile Payment App
273,22,Non-binary,3,Computer Science,488.54,0.0,790.11,232.08,158.19,81.87,96.48,61.71,59.82,28.17,1.94,3.97,Credit/Debit Card
274,20,Male,1,Psychology,432.24,0.0,478.81,153.69,104.35,16.55,40.41,89.85,72.86,74.76,37.14,55.75,Credit/Debit Card
275,20,Male,2,Economics,627.27,494.03,294.14,528.69,300.66,101.97,27.07,155.95,29.92,115.68,44.3,59.01,Cash
276,21,Male,1,Psychology,868.44,954.28,504.62,456.65,164.27,48.92,98.08,18.02,84.99,78.14,25.33,51.08,Credit/Debit Card
277,20,Male,2,Biology,670.68,0.0,357.08,203.84,293.07,15.94,15.88,158.86,48.02,89.43,37.14,7.16,Credit/Debit Card
278,23,Male,3,Computer Science,883.87,0.0,633.43,465.6,293.7,28.21,42.57,196.52,73.08,113.5,80.55,35.1,Mobile Payment App
279,23,Non-binary,4,Economics,623.23,0.0,478.13,282.62,268.2,34.93,36.13,76.06,68.59,41.3,83.13,73.16,Credit/Debit Card
280,21,Male,2,Law,485.01,0.0,556.2,354.34,289.5,68.13,112.71,177.76,59.58,54.61,62.02,25.66,Mobile Payment App
281,22,Male,4,Computer Science,394.83,430.83,362.35,334.41,166.95,25.11,102.24,18.32,85.02,26.8,3.13,8.56,Credit/Debit Card
282,24,Non-binary,4,Computer Science,611.11,303.1,675.99,265.17,178.92,78.63,19.92,186.74,26.7,73.71,88.98,6.4,Cash
283,23,Male,4,Mechanical Engineering,670.93,453.16,180.49,181.67,162.05,114.18,144.48,28.45,68.01,79.75,18.95,42.1,Mobile Payment App
284,22,Non-binary,2,Economics,576.67,818.61,709.58,494.83,235.67,85.82,108.36,91.14,18.33,118.87,55.0,40.38,Mobile Payment App
285,23,Female,4,Biology,877.47,0.0,459.26,434.96,303.06,48.96,43.7,113.67,40.01,82.54,74.46,28.8,Cash
286,21,Female,1,Mechanical Engineering,490.1,0.0,596.82,382.92,348.22,46.69,52.05,52.16,78.46,3.26,82.19,55.18,Mobile Payment App
287,20,Female,2,Design,850.5,0.0,817.22,262.44,149.19,46.53,89.87,118.12,27.39,11.58,32.47,38.6,Mobile Payment App
288,21,Male,1,Law,698.45,736.13,698.09,409.33,101.19,20.87,117.93,76.11,75.37,62.48,86.78,69.58,Mobile Payment App
289,21,Male,1,Economics,687.03,0.0,389.49,404.21,168.24,88.27,31.45,137.99,89.79,145.66,75.28,46.02,Cash
290,22,Female,3,Biology,437.18,0.0,211.91,407.15,93.31,56.92,21.91,105.35,71.91,19.56,13.49,44.74,Mobile Payment App
291,22,Female,2,Economics,382.29,0.0,349.69,343.53,264.88,75.48,25.75,88.58,39.22,28.57,34.45,52.43,Cash
292,24,Female,4,Computer Science,410.98,0.0,843.16,255.07,265.05,31.38,111.99,26.3,69.17,36.46,62.1,11.81,Cash
293,20,Non-binary,1,Computer Science,605.11,0.0,308.91,395.89,282.6,72.62,97.23,198.54,65.61,100.24,37.66,72.48,Cash
294,20,Female,2,Design,664.57,0.0,672.4,272.08,205.54,114.24,19.32,135.47,63.04,136.93,36.02,8.63,Mobile Payment App
295,22,Female,4,Biology,910.12,671.87,386.59,540.05,223.52,34.57,80.09,97.02,84.11,3.22,24.74,42.35,Cash
296,20,Non-binary,2,Psychology,616.8,0.0,416.53,286.05,348.92,117.75,48.62,21.78,30.61,58.08,100.0,79.23,Credit/Debit Card
297,21,Male,2,Economics,906.95,0.0,540.54,455.1,315.63,87.08,68.43,118.85,44.12,46.86,60.54,35.93,Mobile Payment App
298,22,Male,2,Psychology,456.26,536.81,301.73,212.15,265.9,109.36,137.34,91.71,82.72,115.51,65.62,45.19,Credit/Debit Card
299,19,Male,1,Economics,463.45,649.43,389.02,587.8,339.52,46.85,114.39,166.12,60.95,110.75,15.2,15.03,Credit/Debit Card
300,23,Female,3,Biology,1062.49,522.47,597.27,253.91,87.04,23.34,119.18,35.48,77.69,70.31,64.96,14.72,Cash
301,20,Non-binary,2,Psychology,669.65,1425.03,844.08,577.59,140.09,85.49,38.4,48.87,24.17,143.2,43.93,49.36,Cash
302,21,Male,2,Biology,702.77,333.15,605.95,520.95,274.45,56.39,141.48,118.67,52.89,96.21,70.41,3.08,Cash
303,19,Male,1,Law,430.75,652.56,440.55,494.32,339.9,34.93,71.54,178.04,71.89,42.89,16.65,23.55,Mobile Payment App
304,21,Non-binary,2,Economics,624.12,1270.13,217.83,375.3,128.54,76.47,135.21,113.82,41.45,48.52,2.49,36.29,Cash
305,20,Female,1,Mechanical Engineering,507.21,894.88,688.78,205.59,110.82,62.19,60.81,109.53,40.73,118.66,51.17,75.98,Cash
306,19,Male,1,Economics,934.32,0.0,644.65,217.54,314.58,33.78,109.69,89.72,34.76,115.29,44.63,50.12,Credit/Debit Card
307,21,Non-binary,1,Psychology,653.33,342.65,557.63,152.59,318.33,39.98,92.44,100.39,42.81,11.91,60.01,19.58,Mobile Payment App
308,20,Non-binary,2,Psychology,615.68,0.0,639.96,166.52,310.53,85.03,127.32,66.7,83.63,7.35,41.7,14.26,Mobile Payment App
309,21,Non-binary,2,Biology,649.13,0.0,374.47,315.86,182.31,22.11,69.83,114.59,33.43,20.18,69.46,21.95,Mobile Payment App
310,22,Female,2,Psychology,442.09,0.0,231.98,478.38,249.82,118.65,77.71,140.84,84.71,147.94,28.72,48.71,Mobile Payment App
311,21,Non-binary,3,Biology,455.95,842.19,519.38,230.96,244.54,89.4,147.1,10.3,11.92,93.82,11.79,67.85,Cash
312,20,Female,1,Biology,480.45,0.0,628.13,155.08,134.32,44.57,120.63,68.48,50.54,48.59,0.61,54.87,Mobile Payment App
313,19,Male,1,Design,793.61,793.31,505.88,166.0,116.65,31.32,74.49,174.39,81.67,69.37,81.42,74.22,Mobile Payment App
314,23,Female,3,Law,1041.29,857.02,566.38,158.42,235.9,49.83,138.27,161.2,15.3,22.4,84.07,27.13,Mobile Payment App
315,22,Female,2,Economics,538.39,0.0,713.66,467.37,164.91,18.32,67.94,104.44,29.01,67.79,95.07,17.29,Credit/Debit Card
316,21,Male,3,Design,562.65,1057.01,219.45,377.7,295.74,110.02,31.57,74.62,48.68,131.08,31.04,26.19,Mobile Payment App
317,20,Male,2,Mechanical Engineering,611.18,916.74,236.88,289.94,91.89,104.05,132.06,73.33,81.13,15.47,76.62,59.64,Cash
318,21,Female,2,Mechanical Engineering,409.11,0.0,357.49,293.62,199.1,27.35,30.9,61.99,11.22,93.44,51.41,16.53,Cash
319,21,Male,3,Law,1022.22,448.97,203.43,425.97,171.46,61.58,28.21,99.44,64.04,15.89,5.38,34.12,Mobile Payment App
320,24,Female,4,Computer Science,511.42,0.0,763.08,470.8,261.13,71.02,146.32,153.59,47.26,19.77,81.29,73.58,Cash
321,23,Male,3,Computer Science,418.94,267.8,317.85,537.49,246.57,110.85,64.89,142.93,63.21,118.32,88.24,36.26,Cash
322,20,Non-binary,1,Biology,354.35,295.35,278.1,495.57,243.2,28.38,24.41,165.34,73.74,48.88,64.95,63.39,Cash
323,22,Non-binary,4,Mechanical Engineering,448.96,286.06,405.54,516.26,239.56,97.35,70.95,159.59,53.56,35.42,66.26,6.23,Cash
324,21,Non-binary,1,Computer Science,459.12,492.58,566.32,519.91,127.57,115.37,19.75,30.66,75.13,115.7,37.89,39.54,Credit/Debit Card
325,20,Non-binary,2,Psychology,1011.11,899.15,717.81,447.4,202.3,45.61,96.18,94.96,26.45,131.61,29.97,63.55,Cash
326,21,Female,3,Design,340.65,401.62,889.82,331.89,114.44,45.89,61.69,114.29,14.25,105.5,82.08,28.74,Credit/Debit Card
327,21,Non-binary,2,Economics,584.86,0.0,454.52,345.84,137.03,33.21,29.47,115.53,77.47,54.04,41.72,23.08,Credit/Debit Card
328,19,Female,1,Mechanical Engineering,439.56,645.03,691.0,369.02,197.92,118.97,21.85,132.03,43.27,68.4,78.89,48.35,Credit/Debit Card
329,24,Non-binary,4,Biology,287.97,282.64,289.34,422.06,236.04,103.91,43.14,105.33,42.87,81.92,36.7,78.26,Mobile Payment App
330,21,Female,3,Law,836.98,496.31,667.87,213.94,277.45,118.28,147.71,157.99,47.19,11.74,88.99,7.08,Mobile Payment App
331,21,Male,1,Computer Science,387.32,0.0,827.69,390.76,82.91,62.67,136.85,119.05,36.52,52.94,97.78,23.57,Mobile Payment App
332,23,Female,3,Psychology,356.95,1230.58,196.06,362.92,125.65,20.42,148.65,163.69,59.95,43.02,8.25,40.45,Credit/Debit Card
333,22,Male,3,Economics,673.33,0.0,832.6,482.54,257.97,53.83,34.56,158.68,28.9,27.12,52.74,2.65,Mobile Payment App
334,21,Male,2,Biology,621.01,1436.92,727.78,257.08,198.85,81.95,39.52,149.53,37.61,96.34,75.55,9.28,Cash
335,23,Male,4,Computer Science,120.54,446.73,662.63,325.53,150.91,70.7,70.86,64.87,73.78,57.3,31.57,42.42,Mobile Payment App
336,22,Male,3,Mechanical Engineering,729.55,583.61,793.77,300.74,152.11,25.32,101.61,84.32,71.85,112.36,73.43,47.1,Cash
337,21,Male,2,Mechanical Engineering,335.75,992.62,458.44,386.37,265.08,51.91,111.54,57.86,12.72,92.91,5.69,47.53,Mobile Payment App
338,21,Male,1,Law,553.08,0.0,603.51,319.18,286.24,83.03,122.45,45.11,18.87,27.64,29.46,52.84,Cash
339,22,Male,3,Mechanical Engineering,534.05,1115.23,271.47,183.3,289.82,55.19,56.57,21.41,86.45,39.7,44.06,39.34,Cash
340,22,Male,2,Biology,344.77,253.01,555.47,344.06,245.77,26.16,71.82,59.21,12.79,10.56,72.75,62.18,Credit/Debit Card
341,19,Female,1,Law,561.47,745.55,443.5,151.67,271.05,95.95,76.94,86.74,68.22,121.84,7.01,18.07,Cash
342,21,Female,1,Law,501.15,587.01,419.19,456.83,188.17,81.39,144.24,27.23,52.77,144.14,8.05,36.77,Credit/Debit Card
343,22,Male,2,Biology,860.04,0.0,442.58,198.05,265.99,66.08,133.93,93.22,25.16,5.35,2.54,79.71,Cash
344,21,Non-binary,1,Mechanical Engineering,702.99,738.47,550.46,525.41,201.31,119.56,15.19,20.65,73.02,6.42,11.82,64.57,Cash
345,22,Male,2,Biology,210.42,0.0,516.67,158.58,324.94,79.93,43.98,133.27,11.15,94.9,90.47,65.66,Mobile Payment App
346,22,Non-binary,2,Mechanical Engineering,410.69,0.0,229.75,373.71,295.78,38.16,122.62,90.98,74.92,147.33,67.84,25.94,Mobile Payment App
347,21,Non-binary,2,Mechanical Engineering,851.8,981.88,280.09,178.45,153.95,94.54,33.53,80.29,23.2,36.55,58.2,10.67,Cash
348,20,Female,2,Mechanical Engineering,315.65,249.69,155.42,566.76,270.82,77.34,49.72,141.77,73.38,71.4,12.69,11.45,Cash
349,22,Non-binary,4,Psychology,929.56,0.0,687.9,425.42,103.77,101.78,52.17,89.57,54.62,28.79,98.66,78.14,Mobile Payment App
350,21,Female,2,Psychology,535.42,1260.7,306.08,173.88,110.42,30.67,128.13,183.18,49.8,23.96,92.27,4.32,Credit/Debit Card
351,23,Female,4,Economics,448.97,1177.51,228.32,173.61,225.09,31.59,14.07,107.83,15.67,35.29,44.48,46.38,Mobile Payment App
352,21,Non-binary,3,Biology,993.38,1012.86,320.84,256.7,191.4,36.0,134.79,23.97,56.81,8.15,43.59,17.29,Credit/Debit Card
353,23,Female,4,Mechanical Engineering,879.75,754.75,352.27,301.15,88.67,74.71,49.28,31.11,47.24,62.73,76.03,17.59,Credit/Debit Card
354,22,Female,2,Biology,915.28,571.0,214.86,535.64,212.09,119.54,92.82,169.03,32.33,109.5,73.62,19.73,Mobile Payment App
355,22,Male,2,Mechanical Engineering,1109.54,0.0,183.17,596.07,278.04,67.94,69.6,84.92,74.78,104.5,9.8,39.62,Credit/Debit Card
356,22,Male,4,Design,488.63,0.0,329.3,599.53,84.3,85.25,32.65,97.26,55.63,87.55,97.64,37.1,Mobile Payment App
357,22,Male,4,Design,702.45,324.47,151.02,432.29,183.92,87.53,84.33,66.35,70.23,104.71,61.25,46.02,Mobile Payment App
358,21,Male,1,Mechanical Engineering,444.97,0.0,191.11,575.4,262.16,108.24,25.54,79.46,59.53,54.84,17.53,44.7,Mobile Payment App
359,20,Male,2,Computer Science,811.33,0.0,703.04,488.52,315.21,88.8,115.44,154.57,35.64,134.69,50.36,33.83,Cash
360,22,Male,3,Economics,630.91,300.17,772.17,361.57,223.61,101.66,135.92,95.88,39.45,101.0,69.32,78.25,Cash
361,19,Female,1,Biology,543.22,0.0,356.96,463.69,214.01,106.87,82.9,129.18,33.45,145.44,54.14,10.56,Cash
362,20,Non-binary,1,Biology,737.57,0.0,803.85,254.55,335.81,82.69,67.64,75.13,61.68,48.95,59.34,55.75,Cash
363,23,Male,3,Economics,912.31,0.0,320.09,317.36,157.8,103.78,30.77,64.03,86.5,92.79,16.08,42.83,Mobile Payment App
364,20,Male,2,Mechanical Engineering,936.3,0.0,895.33,408.54,199.04,53.82,38.72,144.36,63.24,146.7,14.79,35.87,Cash
365,19,Non-binary,1,Law,436.34,0.0,845.86,220.22,341.94,72.35,81.04,132.98,33.64,134.4,96.96,60.33,Credit/Debit Card
366,23,Male,4,Mechanical Engineering,796.06,675.94,509.24,168.04,263.06,27.27,13.47,127.33,27.63,53.61,32.64,48.65,Mobile Payment App
367,21,Female,2,Psychology,680.75,1173.82,653.67,189.32,218.18,35.42,54.49,124.96,85.47,136.27,36.11,11.84,Cash
368,21,Female,3,Law,736.63,0.0,381.06,350.51,231.48,37.65,134.29,150.89,43.25,66.38,16.38,58.24,Cash
369,22,Non-binary,2,Mechanical Engineering,549.96,0.0,800.64,593.99,97.85,115.81,115.86,26.81,42.76,137.16,41.45,44.47,Credit/Debit Card
370,20,Non-binary,2,Design,579.28,1143.25,565.4,169.0,303.09,102.63,52.55,116.26,47.08,4.03,0.24,21.01,Mobile Payment App
371,22,Female,4,Law,385.87,261.52,830.09,440.15,87.68,95.3,79.03,194.42,57.91,54.26,48.05,34.89,Mobile Payment App
372,24,Female,4,Law,267.52,1017.4,534.39,408.87,308.23,32.1,18.19,70.74,80.27,20.32,16.33,21.81,Cash
373,20,Non-binary,1,Psychology,568.73,0.0,724.83,232.46,105.52,94.03,86.12,175.76,76.15,102.75,30.11,54.84,Credit/Debit Card
374,21,Non-binary,3,Design,953.33,0.0,361.06,500.46,191.24,111.7,32.82,51.4,50.27,124.74,79.51,44.69,Mobile Payment App
375,20,Non-binary,1,Design,564.98,1022.99,163.03,306.69,266.58,29.6,71.87,197.64,51.85,145.52,17.22,24.37,Credit/Debit Card
376,20,Male,2,Computer Science,671.55,1293.24,666.04,288.34,136.66,118.02,69.47,154.97,18.94,2.82,48.43,34.5,Credit/Debit Card
377,20,Female,1,Mechanical Engineering,773.27,0.0,157.7,193.43,113.42,78.19,92.26,48.0,63.65,4.39,14.56,59.7,Cash
378,21,Non-binary,3,Computer Science,764.2,1200.3,696.42,258.82,233.96,25.41,90.94,12.66,27.36,28.73,28.19,72.13,Mobile Payment App
379,19,Male,1,Biology,1027.0,283.98,592.04,347.85,338.59,33.99,59.68,82.13,27.14,34.13,11.28,78.77,Credit/Debit Card
380,21,Female,2,Psychology,444.21,1133.4,366.2,474.96,102.21,66.84,63.87,96.82,68.89,103.06,84.11,18.07,Cash
381,20,Non-binary,2,Economics,962.69,757.58,159.59,453.37,261.47,56.62,83.17,138.54,19.54,59.22,69.5,78.21,Credit/Debit Card
382,21,Female,3,Psychology,406.68,0.0,783.02,331.93,142.87,59.59,79.88,155.32,71.28,89.05,75.63,64.08,Cash
383,23,Non-binary,4,Psychology,526.09,252.96,338.02,373.77,249.66,29.13,23.94,20.04,15.46,101.72,97.21,30.61,Credit/Debit Card
384,23,Non-binary,3,Computer Science,641.1,419.27,207.39,488.22,287.24,98.24,38.27,135.8,49.22,39.25,34.36,68.77,Credit/Debit Card
385,22,Non-binary,4,Law,507.67,293.11,176.99,229.59,258.04,96.84,133.86,41.19,44.45,46.87,38.91,61.12,Cash
386,23,Female,4,Psychology,777.68,570.87,530.01,326.12,213.57,116.94,96.37,77.03,88.22,48.07,2.81,3.61,Mobile Payment App
387,21,Non-binary,1,Psychology,595.99,0.0,458.95,175.4,145.94,39.64,53.69,26.14,65.04,130.34,11.45,13.58,Credit/Debit Card
388,24,Non-binary,4,Law,733.65,1162.79,536.07,339.53,85.51,64.32,13.11,70.14,55.63,48.36,9.77,39.07,Credit/Debit Card
389,22,Non-binary,3,Biology,275.7,0.0,374.64,586.24,134.47,81.72,146.38,24.31,78.03,32.11,26.52,23.79,Credit/Debit Card
390,21,Non-binary,1,Mechanical Engineering,643.49,1237.53,593.9,273.01,232.94,70.76,69.79,75.99,16.13,123.56,50.46,23.99,Cash
